180;Maciej;Garczyñski;896161356;162;745;22-672;1979
181;Prochor;Radzimkowska;293990673;173;902;96-111;575
182;Klementyn;S¹cio;451569916;185;54;12-160;947
183;Jaczewoj;Hroniak;869172834;190;926;41-219;139
184;Lucjusz;Dzierwaj³³o;265660161;84;503;05-120;1862
185;Sewer;Miziarski;256823341;100;925;08-110;1993
186;Taras;Homu³ko;921419532;108;305;99-340;1114
187;Uniemys³;Gajduszek;336261996;182;645;32-540;669
188;Aleksander;Bekta;387360007;98;326;47-330;1355
189;Kewin;Lamcy;337391356;111;688;41-407;327
190;Rodryk;Boro;166374372;193;897;86-031;666
191;Lenart;Piaœcik;847130862;16;161;89-300;1356
192;Siemis³aw;Borelowski;972004055;182;13;41-806;1898
193;Nicefor;Annusek;855686571;80;453;00-573;692
194;£ucjan;Giembic;395551690;112;220;62-710;377
195;Gerhard;Jorda;270933409;114;567;22-678;76
196;Dobros³aw;Kleinwechter;816534064;115;584;37-716;729
197;Auksencjusz;Szpetma;163388257;21;785;08-125;1811
198;Jacenty;Margie³³o;757755834;31;211;35-604;1141
199;Soter;Kokoscicki;859286857;161;901;87-632;2026
200;Czêstowoj;¯u³koœ;828124673;143;645;05-555;1837
201;Dobrymir;Smektalski;597367880;178;590;07-405;524
202;Hugo;Baktosik;831224336;6;499;04-793;1558
203;Zdzis³aw;Danielas;195002137;164;493;96-521;319
204;Stronis³aw;Plonc;490057972;83;582;42-606;195
205;Emilian;Federek;309061927;144;245;91-480;1201
206;Edmund;Maczicha;159380955;111;962;08-206;888
207;Wyszes³aw;Siemieniako;593071306;187;486;11-731;1694
208;Lutomir;Zdziuch;366660564;70;610;00-747;903
209;Czcis³aw;Espenhan;178046129;192;41;83-004;686
210;Marian;Zyglarski;318706770;31;905;15-205;1249
211;Gwalbert;Tuta;940023015;196;394;98-290;1464
212;Zbyszko;Hernian;355636469;198;985;31-998;732
213;Adalbert;Stowba;129255508;52;438;76-032;1698
214;Hipolit;Muttka;227062657;83;262;04-908;1902
215;Nelly;Nasimek;957757144;56;798;94-003;1216
216;Toligniew;Ka³oszkin;507240296;142;927;21-025;1651
217;Mœcibor;Jarznicki;284405821;20;858;47-270;182
218;Sobies¹d;Bojczenkow;511907614;91;497;11-710;330
219;Domawit;Pussies;989080828;192;545;60-123;1145
220;W³oœcibor;Krzanowska vel Chrzan;785290702;115;46;05-400;422
221;Liberat;Furla;378171947;125;2;15-429;1819
222;Chociemir;Wuderczyk;980079571;186;128;91-180;1484
223;Ludomi³;Czupryñ;179945867;83;53;41-923;825
224;Remigiusz;Fronczysty;811690787;155;318;42-520;1968
225;Jeremi;Renkorajski;869678768;160;926;03-689;1472
226;Mirogniew;Olankowicz;341916484;55;47;96-208;1889
227;Zachariasz;Taruc;600054198;184;590;18-400;422
228;Bo¿ywoj;Kuæmañski;858344331;191;913;67-320;359
229;Ostap;Kibitlewski;513193446;178;358;68-210;1603
230;Sylwan;Sztyrek;453606597;6;49;62-130;1613
231;Honoriusz;Wa³erowski;176831417;146;634;16-100;252
232;S³awobor;Cherumiñski;239245637;177;417;86-050;1459
233;¯yros³aw;Stachañczyk;485241311;175;1000;76-113;222
234;Krzesis³aw;Sznajndur;674990092;78;261;72-002;1465
235;Abercjusz;Sebulke;206657249;42;661;42-209;50
236;Antonin;Kruszena;144409650;50;245;02-644;954
237;Wasyl;Wójczyk;498700906;60;783;11-230;1337
238;Hugo;Tatarinow;162256568;57;365;11-040;1214
239;Priam;Wajntrit;985019628;154;998;32-109;1063
240;Placyd;Flet;401753468;109;294;32-300;859
241;Cyprian;Palêta;112211547;121;321;78-650;424
242;Dominik;£adno;359427252;134;818;65-463;972
243;Dominik;Kmetko;208370166;132;564;05-504;312
244;Nikifor;Zirko;319707021;50;136;04-047;1516
245;Teofil;Czerninoga;887671147;9;51;78-331;2004
246;Borzymir;Westler;174733031;162;462;09-227;1807
247;Radzimierz;Karnazewicz;133792118;189;644;38-483;1804
248;Ezechiel;Redos;652219581;169;285;20-323;925
249;Jeremi;£êga;826379882;130;780;98-310;638
250;Faustyn;Wiza;550221659;153;219;81-327;256
251;Zdzimir;Walon;371480857;32;29;14-500;303
252;Kamil;Kinkosz;394495438;69;356;44-335;1928
253;Radowit;Ciakowska;292163020;173;635;74-500;1294
254;Czêstogniew;Style;688483019;57;777;68-113;1812
255;Sulibor;Dixon;518370172;100;143;67-415;1909
256;Niecis³aw;Czenze;117792076;76;140;05-610;748
257;Lucjol;Piersk³a;629806252;167;652;78-540;814
258;Odo;Skikunas;422603550;182;449;11-030;1996
259;£ucjusz;Udziñski;619015515;109;19;99-235;1335
260;Sulirad;£¹czewna;662725298;1;908;61-334;439
261;Kazimierz;Pukiewicz;909359075;92;469;70-784;912
262;Rodryk;Dymidek;326572059;198;619;10-751;496
263;Maksym;Mosiejowski;995400858;166;224;05-510;705
264;Bertram;Scipko;454970179;157;485;73-155;971
265;Wrzes³aw;Gieyga³o;226861792;140;891;11-220;1720
266;Kwiryn;Pereœwiet-So³tan;274470264;155;453;43-316;26
267;£êkomir;Godulski;542891388;164;103;44-338;1126
268;Lutomir;Streciwilk;262802296;165;888;39-231;311
269;Bolemys³;Kirepka;769829448;144;274;98-300;1177
270;Lutogniew;Rymon;934559163;193;795;41-103;95
271;Mateusz;Dzikielewski;811776470;16;937;36-123;790
272;Otomar;Wajnikonis;438145912;158;586;28-330;922
273;Jakub;Buniarzewicz;855826055;179;991;97-352;1349
274;Cieszys³aw;Stryczak;462150129;65;420;31-999;1378
275;Izydor;Semara;304958453;134;894;25-804;917
276;Klaudiusz;Prozych;793906866;24;664;25-111;418
277;Longin;Sna¿yk;263573528;150;448;30-077;799
278;Oskar;Kurliszczuk;210705169;32;59;06-420;1013
279;Wincenty;Koszowa;977898415;17;863;54-020;610
280;Alfred;Lewenfisz;159256870;178;444;26-903;274
281;Micha³;Rozwardowski;398262018;71;398;10-589;1190
282;Siestrzewit;Runkiewicz;613944130;169;885;92-701;637
283;Arseniusz;Samro;260263299;59;543;01-472;1904
284;Marcelin;Sobienikow;876758069;26;369;18-230;39
285;Florentyn;Nizo³;721617182;146;517;43-190;1543
286;Teodor;Beæka;613958849;142;362;38-120;392
287;RenÃƒÂ©;Podemski;807607771;123;394;34-233;978
288;Engelbert;Wojsznarowicz;616327888;103;180;28-313;1839
289;Janusz;Biórka;210613296;65;500;41-503;1031
290;Wszebor;Mistrzuk;899223131;185;642;78-600;236
291;Pêkos³aw;Tram;191424131;114;303;44-207;1844
292;Têgomir;Odyniecki;325488596;141;700;87-305;413
293;Maksymin;¯ygart;386498860;116;145;09-140;1353
294;Gustaw;Hamburger;771943018;44;926;58-300;1811
295;Jonatan;Matoska;291449175;182;80;02-967;1427
296;Czêstowoj;Mateczok;468679373;161;753;15-628;1015
297;Gustaw;Katik;455801371;33;167;42-400;257
298;Justyn;Drzad¿yñska;908636206;113;466;70-893;111
299;Klemens;Op³awski;820783547;96;149;89-410;1844
300;Apolinary;Radawiec;597297543;129;36;37-405;1157
301;Ambro¿y;Sznewell;216089046;84;719;02-407;1107
302;Feliks;Sinecki;500051760;31;122;99-232;359
303;Wac³aw;Rogor;303268046;112;27;42-280;335
304;Idzi;Czyku³a;625468972;190;974;87-327;1177
305;Modest;Ulmaniec;823711702;199;863;62-320;1320
306;Bogus¹d;Weintraub;589874531;68;652;85-510;533
307;Tomis³aw;Barandycz;489227980;183;468;05-077;826
308;¯ywis³aw;Siemieniakowska;630992080;105;864;05-077;434
309;Moj¿esz;Isków;854076367;173;476;43-190;1675
310;Tycjan;Glowicka;764992093;57;161;37-415;1721
311;Liboriusz;K¹ciak;640141138;135;368;25-037;1428
312;Strze¿ywoj;Baherycz;667566572;10;849;41-800;939
313;Rodryg;Hrynicz;418346498;23;311;36-121;648
314;Cyprian;Patarkowska;572324161;120;363;99-210;1043
315;Franciszek;Chrzóstkowski;335007146;147;801;06-400;718
316;Borys³aw;Sinic;518862450;25;522;62-220;2010
317;Stos³aw;WoŸniakowski;544898145;28;215;85-165;759
318;¯elis³aw;Hynuk;370547857;31;604;26-616;1610
319;Redogort;Tressan;340084878;75;789;62-113;1911
320;Jan Kanty;Czeczeñkow;436095965;120;214;59-200;1462
321;Pelagiusz;Malyszko;367199724;57;728;09-300;2017
322;Marcin;Oskwerek;991718804;154;794;44-100;158
323;Ignacy;Alejski;194775707;38;660;21-030;625
324;Bogumir;Frajcosz;567445856;85;246;06-300;1701
325;Ruprecht;S³ówko;215337625;192;553;56-210;1665
326;Roœcimir;Pilchowiec;921121383;133;681;72-110;916
327;Balcer;Kamczycki;277541471;122;123;62-872;1113
328;Dobros³aw;Lubszczyk;565420963;95;706;14-407;1114
329;Miko³aj;Œwiekatuñ;263965431;156;621;60-801;1573
330;Dorian;Dinos;592570385;134;145;45-271;1728
331;Leoncjusz;Gryszczyk;337968275;119;395;18-112;1437
332;Skarbimierz;Biedro;191623688;25;542;04-690;809
333;Gracjan;Ko³wiñska;611676749;57;755;10-687;1448
334;Gawe³;Bro¿ka;507497380;138;417;05-332;1474
335;Absalon;Snacki;925531683;48;6;42-600;1195
336;Jarogniew;Alszewski;182798170;103;24;20-442;1111
337;Dobiemiest;Swi¹derska;889023869;55;142;32-593;1843
338;Bazylid;Stever;552821814;185;410;09-227;1159
339;Arystarch;Heimrath;145618852;77;135;11-610;1885
340;Sylweriusz;Dzyg;197607628;155;859;20-833;779
341;Artemon;Gier¿yc;381293377;167;121;18-416;1277
342;Adaukt;Gebesta;114829045;153;578;37-114;2005
343;Beniamin;Anieszewski;617807616;100;589;39-104;153
344;Mi³owit;Krumpholtz;663585319;135;521;36-032;1677
345;Anastazy;Hausel;763260928;108;8;52-208;1336
346;£adys³aw;Foluszna;586277548;89;973;06-200;600
347;Frumencjusz;Wisza³kowski;844735836;85;781;22-678;1932
348;Apoloniusz;Terebuñ;454814656;88;582;03-029;652
349;Wies³aw;Szenyk;432036293;92;940;53-627;1423
350;Dawid;Charaœkiewicz;530624177;166;428;09-164;1016
351;Urban;Dryzno;533227709;144;321;46-310;141
352;Bo¿ebor;Mêczywór;330894052;143;97;44-230;132
353;Euzebiusz;Kapahnke;757443142;187;987;98-355;270
354;Amin;Medrykiewicz;656145257;188;26;99-320;739
355;Celestyn;Bucha³;742677013;136;72;83-130;156
356;Tadeusz;Naszkierski;956630934;183;333;87-801;458
357;Aleksy;Sópe³a;347155754;55;999;65-503;1947
358;Wit;Bojiwka;419397955;9;296;05-402;514
359;Machabeusz;W¹tlikiewicz;402353961;75;790;87-133;925
360;Moj¿esz;Komenderek;544131581;91;405;44-270;1325
361;Witomi³;Haruba;757148243;150;938;00-792;1107
362;Eulogiusz;Mieczychowski;299688598;103;787;43-602;1819
363;Eugeniusz;Kolomijec;739302342;30;702;99-235;1674
364;Czechasz;Chalarz;936731253;110;587;87-222;885
365;Dariusz;Klopsch;189122938;133;663;43-600;248
366;Broniwoj;Trleciak;897325711;132;957;26-300;1059
367;Winicjusz;Repnak;936271374;94;626;94-117;610
368;Mi³osz;Jak¿yk;954209026;126;379;76-034;1451
369;Cieszymir;Olbruœ;827695716;62;421;41-250;1033
370;Sulibor;Robaczyñski;897324442;66;541;08-450;864
371;Odyseusz;Szymela;561348951;29;510;80-253;592
372;Chociemir;Lulko;485398476;116;599;63-911;2024
373;Cieszys³aw;Teichman;581227165;11;512;08-110;20
374;Wenancjusz;Jassel;606895713;190;825;19-206;380
375;Niegos³aw;Magoñski;533185173;37;471;11-440;1389
376;Chwalibóg;Ktyszak;814305300;50;64;42-400;943
377;Angelus;Giedni³o;656855133;188;869;05-825;285
378;Krzesis³aw;Badzin;219497870;61;490;87-806;1745
379;Bo¿ys³aw;Chostek vel Chrostowska;830139473;178;727;24-120;1052
380;Wojs³aw;Fedora;221398542;11;646;72-514;622
381;Arystarch;Konia;178062008;101;543;70-785;830
382;Benedykt;Onysiak;847117497;44;960;91-446;1048
383;Balbin;Zyków;485018035;182;3;58-100;962
384;Porfirion;Kuzlecka;123964335;112;761;80-041;532
385;Miko³aj;Karos;830887820;141;315;15-523;1486
386;Fryderyk;Piecocha;584668287;184;413;93-155;1428
387;Jozafat;Waigner;295957042;80;286;42-209;1169
388;Rufus;£ypnik;797188794;67;577;87-809;339
389;Fabian;Suskie;302678073;28;933;74-500;526
390;Noemi;Kropaczew;314841308;170;886;78-607;1115
391;Manswet;Chromiñski;906229528;100;34;42-350;1984
392;£ukasz;Perzych;606525637;112;491;78-100;138
393;Sulis³aw;Zablocka;610588521;199;692;32-800;820
394;Adrian;Salaniucha;406184422;7;142;87-811;1659
395;Bernard;Oltmann;683531408;140;196;61-063;1720
396;Wróciwoj;Wszerad;459681869;22;681;96-116;1435
397;Berno;Lilkowska;750402440;71;364;47-330;253
398;W³odziwoj;Opa;790521996;86;220;59-916;717
399;Dobrogniew;Fajs³awek;718191111;185;658;96-320;12
400;Abraham;Kudzin;297665950;15;762;14-240;1892
401;Bohusz;Szoszko;207327070;176;687;31-527;408
402;Dorian;Rabold;239159325;159;847;87-305;326
403;Strze¿ys³aw;Dulban;481969492;68;974;55-010;1345
404;Krzesimir;Hurmak;444342923;5;863;25-619;1363
405;Martynian;Semczuk;981546999;174;917;56-300;1787
406;Lenart;Zawiesny;657316229;192;119;83-110;633
407;Goœcis³aw;Nykun;800227803;37;475;63-322;1381
408;Oskar;Domazik;411718701;80;654;85-352;853
409;Wilhelm;Czucze³o;447978941;67;165;64-820;63
410;Pompejusz;Chlowicki;216234257;126;140;61-502;1669
411;Wrócis³aw;Chroœciechowski;790241495;45;149;64-920;964
412;Duszan;Wirtelak;424842407;171;135;91-488;826
413;Chociebor;Enders;480783449;112;514;59-230;2011
414;Andron;Muralski;253513058;12;532;05-400;1643
415;Wirginiusz;Boriuch;529548738;109;863;05-510;973
416;Domas³aw;Gi³owejnia;485771225;98;218;37-121;768
417;Urlyk;Kunsielewska;717633584;44;144;92-017;1849
418;Zygfryd;Swiciak;427787028;45;983;16-400;1544
419;Justynian;Wszemborowska;996000343;157;817;62-840;274
420;Alojzy;Bu³kat;907153290;43;418;58-100;1146
421;Marek;G³osowski;949851630;27;942;80-180;1796
422;Kanizjusz;Kostowiecki;391631131;63;270;11-320;340
423;Laurenty;Karwarz;154511053;20;323;55-002;359
424;Sêdziwoj;Niewdach;468206430;146;182;09-402;1534
425;Bo¿ys³aw;Szymatycka;513413870;24;350;15-447;1169
426;Chryzostom;Seliñski;691029211;136;413;40-486;1496
427;Jazon;¯amecznik;287734467;79;270;45-811;745
428;Tymon;Proskurka;123648279;175;660;62-740;1438
429;Chryzant;Bobikowski;555823415;122;420;97-400;404
430;Porfirion;Kornmehl;266404810;126;889;36-055;740
431;Chociebor;Br¹kalska;112328222;125;887;28-114;1822
432;Job;Gierulski;862800018;54;972;15-523;808
433;Spycigniew;Ratajcyk;164962201;191;316;44-100;1078
434;Dzier¿ykraj;Jóskiewicz;596881150;121;82;44-119;295
435;Benon;Szpylka;555809468;38;673;42-530;1790
436;Addar;Bienias vel Dziewiêcki;538308155;121;257;63-210;1932
437;Sêdziwoj;Bartosch;679366596;116;744;88-231;1513
438;Stanis³aw;Kencik;973881392;134;380;05-400;309
439;Zbigniew;Gesperowicz;846778389;155;578;41-400;2020
440;£ucjusz;Kygan;928373265;179;50;26-434;1941
441;Sabin;Miachalski;721593288;86;55;93-539;1109
442;Benon;Gociewicz;723513620;75;603;20-225;594
443;Soter;Chanaj;904620894;23;821;11-036;853
444;Ariel;Rareta;963041216;122;801;88-300;1767
445;Goœcimir;Demisiewicz;274119886;68;986;78-523;321
446;Tyberiusz;Orkamus;419407215;73;676;20-520;1105
447;Krystyn;Niedzielic;459246033;109;942;70-735;1036
448;Alban;Bogdañsk;267334686;99;557;42-271;658
449;¯elis³aw;Heidemann;339446927;62;294;38-480;1778
450;Petroniusz;Wachnianyn;572111721;77;716;62-610;354
451;Witos³aw;Chwe³atiuk;664747019;67;944;36-231;1853
452;Miron;Truæko;951780500;98;130;47-100;608
453;Ferdynand;Poœniak;948290141;157;756;59-220;1885
454;Romuald;Skaruœ;947836000;92;970;05-326;1314
455;Aureli;Rodoliñska;859763641;22;643;37-700;1299
456;Nahum;Prapas;247555035;12;273;41-300;99
457;Heliasz;Meremer;501974116;90;267;26-610;506
458;Jeron;Czwortek;335972098;85;258;44-121;917
459;Erast;B³asznowski;238434955;190;582;86-318;511
460;Goœcis³aw;Miœ;583469894;162;689;04-690;715
461;Gall;Pelwiñska;546249578;25;32;59-830;1784
462;Reinhold;Nasta³;362626065;29;849;12-250;830
463;Domarat;Astukiewicz;195831144;180;113;42-270;218
464;Kwiryn;Rotenburg;813131196;55;888;83-004;646
465;Niegomir;Wypierowski;740423158;144;72;40-467;1554
466;Racimir;Chalarz;280711272;7;953;24-100;605
467;Têgomir;Philipzyk;667308983;200;519;86-300;816
468;Bohusz;Strahl;967272472;38;216;62-571;337
469;Trzebowit;Skandera;119021894;89;544;93-578;1647
470;Sergiusz;Skrzedziñski;111604222;146;232;43-100;383
471;Herakles;Narodziñski;892346477;12;271;95-035;12
472;Trzebimir;Machowiaków;684038958;130;587;26-903;1861
473;Werner;Feterycz;520992445;131;593;56-200;1620
474;Tacjusz;Abrosiñska;402251757;3;13;00-665;1625
475;Leopard;Lusawa;144523331;163;785;92-754;503
476;Apolinary;Wa¿añska;136667712;195;724;56-100;1026
477;Leonid;Skoczyw¹s;283657259;7;730;06-458;957
